GasDate,FacilityName,FacilityId,FacilityType,Demand,Supply,TransferIn,TransferOut,HeldInStorage,State,LocationName,LocationId,Completeness,LastUpdated
03/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,109.964,0,,SA,Moomba Hub,550017,,2020-02-04T12:46:54+11:00
03/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,20.789,0,0,1.131,,NSW,Regional - NSW,590011,,2020-02-04T12:46:54+11:00
03/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,3.497,0,0,0,,NSW,Regional - ACT,590015,,2020-02-04T12:46:54+11:00
03/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,21.301,0.003,,NSW,Culcairn,590016,,2020-02-04T12:46:54+11:00
04/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,98.081,0,0,0,,NSW,Sydney,520008,,2020-02-05T12:46:55+11:00
04/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,84.075,0,,SA,Moomba Hub,550017,,2020-02-05T12:46:55+11:00
04/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,22.627,0,0,1.47,,NSW,Regional - NSW,590011,,2020-02-05T12:46:55+11:00
04/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,4.194,0,0,0,,NSW,Regional - ACT,590015,,2020-02-05T12:46:55+11:00
04/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,22.184,0.004,,NSW,Culcairn,590016,,2020-02-05T12:46:55+11:00
05/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,88.126,0,0,0,,NSW,Sydney,520008,,2020-02-06T12:46:55+11:00
05/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,167.974,0,,SA,Moomba Hub,550017,,2020-02-06T12:46:55+11:00
05/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,21.624,0,0,2.677,,NSW,Regional - NSW,590011,,2020-02-06T12:46:55+11:00
05/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,3.834,0,0,0,,NSW,Regional - ACT,590015,,2020-02-06T12:46:55+11:00
05/02/2020,Moomba to Sydney Pipeline System,520053,PIPE,0,0,21.758,0.001,,NSW,Culcairn,590016,,2020-02-06T12:46:55+11:00
01/02/2020,Central West Pipeline (CWP),520054,PIPE,0,0,2.312,0,,NSW,Regional - NSW,590011,,2020-02-02T12:47:54+11:00
02/02/2020,Central West Pipeline (CWP),520054,PIPE,0,0,3.567,0,,NSW,Regional - NSW,590011,,2020-02-03T12:46:54+11:00
03/02/2020,Central West Pipeline (CWP),520054,PIPE,0,0,1.131,0,,NSW,Regional - NSW,590011,,2020-02-04T12:46:54+11:00
04/02/2020,Central West Pipeline (CWP),520054,PIPE,0,0,1.47,0,,NSW,Regional - NSW,590011,,2020-02-05T12:46:55+11:00
05/02/2020,Central West Pipeline (CWP),520054,PIPE,0,0,2.677,0,,NSW,Regional - NSW,590011,,2020-02-06T12:46:55+11:00
01/02/2020,Newcastle Gas Storage (NGS),520060,STOR,0.23,0.925,0,0,1127.478,NSW,Sydney,520008,,2020-02-02T08:27:38+11:00
02/02/2020,Newcastle Gas Storage (NGS),520060,STOR,0,0.863,0,0,1126.883,NSW,Sydney,520008,,2020-02-03T09:31:10+11:00
03/02/2020,Newcastle Gas Storage (NGS),520060,STOR,0.1,0.569,0,0,1126.407,NSW,Sydney,520008,,2020-02-04T09:16:01+11:00
04/02/2020,Newcastle Gas Storage (NGS),520060,STOR,0.16,0.273,0,0,1126.585,NSW,Sydney,520008,,2020-02-05T09:06:53+11:00
05/02/2020,Newcastle Gas Storage (NGS),520060,STOR,0.14,0,0,0,1126.228,NSW,Sydney,520008,,2020-02-06T08:46:37+11:00
01/02/2020,Camden CSM,520075,PROD,0,9.763,0,0,,NSW,Sydney,520008,,2020-02-02T08:27:22+11:00
02/02/2020,Camden CSM,520075,PROD,0,9.867,0,0,,NSW,Sydney,520008,,2020-02-03T09:29:59+11:00
03/02/2020,Camden CSM,520075,PROD,0,10.061,0,0,,NSW,Sydney,520008,,2020-02-04T09:15:04+11:00
04/02/2020,Camden CSM,520075,PROD,0,10.054,0,0,,NSW,Sydney,520008,,2020-02-05T09:06:41+11:00
05/02/2020,Camden CSM,520075,PROD,0,9.932,0,0,,NSW,Sydney,520008,,2020-02-06T08:46:25+11:00
01/02/2020,Colongra Gas Pipeline,520090,PIPE,0,24.268,0,0,,NSW,Sydney,520008,,2020-02-03T15:00:27+11:00
01/02/2020,Colongra Gas Pipeline,520090,PIPE,0,0,0,0,,NSW,Regional - NSW,590011,,2020-02-03T15:00:27+11:00
02/02/2020,Colongra Gas Pipeline,520090,PIPE,0,0,0,0,,NSW,Sydney,520008,,2020-02-03T11:06:20+11:00
02/02/2020,Colongra Gas Pipeline,520090,PIPE,0,0,0,0,,NSW,Regional - NSW,590011,,2020-02-03T11:06:20+11:00
03/02/2020,Colongra Gas Pipeline,520090,PIPE,0,0,0,0,,NSW,Sydney,520008,,2020-02-04T11:07:40+11:00
03/02/2020,Colongra Gas Pipeline,520090,PIPE,0,0,0,0,,NSW,Regional - NSW,590011,,2020-02-04T11:07:40+11:00
04/02/2020,Colongra Gas Pipeline,520090,PIPE,0,0,0,0,,NSW,Sydney,520008,,2020-02-05T11:06:17+11:00
04/02/2020,Colongra Gas Pipeline,520090,PIPE,0,0,0,0,,NSW,Regional - NSW,590011,,2020-02-05T11:06:17+11:00
05/02/2020,Colongra Gas Pipeline,520090,PIPE,0,0,0,0,,NSW,Sydney,520008,,2020-02-06T11:09:19+11:00
05/02/2020,Colongra Gas Pipeline,520090,PIPE,0,0,0,0,,NSW,Regional - NSW,590011,,2020-02-06T11:09:19+11:00
01/02/2020,BassGas to Pakenham Pipeline,530030,PIPE,0,42.64,0,40.6,,VIC,Gippsland,590009,,2020-02-02T21:54:38+11:00
02/02/2020,BassGas to Pakenham Pipeline,530030,PIPE,0,9.7,1.538,7.539,,VIC,Gippsland,590009,,2020-02-05T16:16:36+11:00
03/02/2020,BassGas to Pakenham Pipeline,530030,PIPE,0,0,2.167,0.054,,VIC,Gippsland,590009,,2020-02-05T16:17:15+11:00
04/02/2020,BassGas to Pakenham Pipeline,530030,PIPE,0,7.1,2.371,4.279,,VIC,Gippsland,590009,,2020-02-05T16:17:51+11:00
05/02/2020,BassGas to Pakenham Pipeline,530030,PIPE,0,18.8,0,16.507,,VIC,Gippsland,590009,,2020-02-06T16:04:48+11:00
01/02/2020,LNG Storage Dandenong,530038,STOR,0,0.293,0,0,657.833,VIC,Melbourne,590008,,2020-02-02T12:47:54+11:00
02/02/2020,LNG Storage Dandenong,530038,STOR,0,0.293,0,0,657.575,VIC,Melbourne,590008,,2020-02-03T12:46:54+11:00
03/02/2020,LNG Storage Dandenong,530038,STOR,0,0.293,0,0,657.381,VIC,Melbourne,590008,,2020-02-04T12:46:54+11:00
04/02/2020,LNG Storage Dandenong,530038,STOR,0,0.293,0,0,655.768,VIC,Melbourne,590008,,2020-02-05T12:46:55+11:00
05/02/2020,LNG Storage Dandenong,530038,STOR,0,0.293,0,0,655.689,VIC,Melbourne,590008,,2020-02-06T12:46:55+11:00
01/02/2020,Lang Lang Gas Plant,530039,PROD,0,42.64,0,0,,VIC,Gippsland,590009,,2020-02-02T11:31:56+11:00
02/02/2020,Lang Lang Gas Plant,530039,PROD,0,8.82,0,0,,VIC,Gippsland,590009,,2020-02-03T14:32:28+11:00
03/02/2020,Lang Lang Gas Plant,530039,PROD,0,0,0,0,,VIC,Gippsland,590009,,2020-02-04T10:06:21+11:00
04/02/2020,Lang Lang Gas Plant,530039,PROD,0,4.91,0,0,,VIC,Gippsland,590009,,2020-02-05T12:23:16+11:00
05/02/2020,Lang Lang Gas Plant,530039,PROD,0,19.02,0,0,,VIC,Gippsland,590009,,2020-02-06T06:56:39+11:00
01/02/2020,Longford Gas Plant,530040,PROD,0,531.832,0,0,,VIC,Longford Hub,530015,,2020-02-02T08:00:49+11:00
02/02/2020,Longford Gas Plant,530040,PROD,0,523.526,0,0,,VIC,Longford Hub,530015,,2020-02-03T10:18:05+11:00
03/02/2020,Longford Gas Plant,530040,PROD,0,523.366,0,0,,VIC,Longford Hub,530015,,2020-02-04T10:17:27+11:00
04/02/2020,Longford Gas Plant,530040,PROD,0,521.497,0,0,,VIC,Longford Hub,530015,,2020-02-05T10:47:29+11:00
05/02/2020,Longford Gas Plant,530040,PROD,0,471.285,0,0,,VIC,Longford Hub,530015,,2020-02-06T09:49:55+11:00
01/02/2020,Orbost Gas Plant,530041,PROD,0,0,0,0,,VIC,Regional - VIC,590012,,2020-02-02T11:08:43+11:00
02/02/2020,Orbost Gas Plant,530041,PROD,0.033,0,0,0,,VIC,Regional - VIC,590012,,2020-02-04T11:07:44+11:00
03/02/2020,Orbost Gas Plant,530041,PROD,0,0,0,0,,VIC,Regional - VIC,590012,,2020-02-05T11:06:19+11:00
04/02/2020,Orbost Gas Plant,530041,PROD,0,0,0,0,,VIC,Regional - VIC,590012,,2020-02-06T11:09:06+11:00
05/02/2020,Orbost Gas Plant,530041,PROD,0,0,0,0,,VIC,Regional - VIC,590012,,2020-02-06T11:09:17+11:00
01/02/2020,Iona Underground Gas Storage,530042,STOR,39.943,162.976,0,0,18174.34,VIC,Iona Hub,530016,,2020-02-02T07:30:09+11:00
02/02/2020,Iona Underground Gas Storage,530042,STOR,9.729,152.871,0,0,18059.105,VIC,Iona Hub,530016,,2020-02-03T07:30:09+11:00
03/02/2020,Iona Underground Gas Storage,530042,STOR,0.602,160.362,0,0,17834.11,VIC,Iona Hub,530016,,2020-02-04T07:30:10+11:00
04/02/2020,Iona Underground Gas Storage,530042,STOR,16.16,99.31,0,0,18359.717,VIC,Iona Hub,530016,,2020-02-05T07:30:09+11:00
05/02/2020,Iona Underground Gas Storage,530042,STOR,0.889,141.583,0,0,18160.676,VIC,Iona Hub,530016,,2020-02-06T07:30:10+11:00
06/02/2020,Iona Underground Gas Storage,530042,STOR,66.019,84.869,0,0,18107.16,VIC,Iona Hub,530016,,2020-02-07T07:30:10+11:00
01/02/2020,Otway Gas Plant,530044,PROD,0,90.46,0,0,,VIC,Iona Hub,530016,,2020-02-02T19:46:28+11:00
02/02/2020,Otway Gas Plant,530044,PROD,0,90,0,0,,VIC,Iona Hub,530016,,2020-02-03T17:45:16+11:00
03/02/2020,Otway Gas Plant,530044,PROD,0,90,0,0,,VIC,Iona Hub,530016,,2020-02-04T15:08:40+11:00
04/02/2020,Otway Gas Plant,530044,PROD,0,90,0,0,,VIC,Iona Hub,530016,,2020-02-05T16:16:44+11:00
05/02/2020,Otway Gas Plant,530044,PROD,0,90,0,0,,VIC,Iona Hub,530016,,2020-02-06T16:04:58+11:00
01/02/2020,Port Campbell to Iona Pipeline (PCI),530060,PIPE,0,157.398,0,157.398,,VIC,Iona Hub,530016,,2020-02-02T07:05:02+11:00
02/02/2020,Port Campbell to Iona Pipeline (PCI),530060,PIPE,0,156.521,0,156.521,,VIC,Iona Hub,530016,,2020-02-03T07:05:02+11:00
03/02/2020,Port Campbell to Iona Pipeline (PCI),530060,PIPE,0,156,0,156,,VIC,Iona Hub,530016,,2020-02-04T07:05:00+11:00
04/02/2020,Port Campbell to Iona Pipeline (PCI),530060,PIPE,0,131.058,0,131.058,,VIC,Iona Hub,530016,,2020-02-05T07:07:01+11:00
05/02/2020,Port Campbell to Iona Pipeline (PCI),530060,PIPE,0,130.959,0,130.959,,VIC,Iona Hub,530016,,2020-02-06T07:07:00+11:00
06/02/2020,Port Campbell to Iona Pipeline (PCI),530060,PIPE,0,129.562,0,129.562,,VIC,Iona Hub,530016,,2020-02-07T07:07:02+11:00
01/02/2020,Mortlake Pipeline (MPL),530061,PIPE,0,0,122.227,0,,VIC,Iona Hub,530016,,2020-02-02T07:05:00+11:00
01/02/2020,Mortlake Pipeline (MPL),530061,PIPE,0,0,0,0,,VIC,Regional - VIC,590012,,2020-02-02T07:05:00+11:00
02/02/2020,Mortlake Pipeline (MPL),530061,PIPE,0,0,112.677,0,,VIC,Iona Hub,530016,,2020-02-03T07:05:00+11:00
02/02/2020,Mortlake Pipeline (MPL),530061,PIPE,0,0,0,0,,VIC,Regional - VIC,590012,,2020-02-03T07:05:00+11:00
03/02/2020,Mortlake Pipeline (MPL),530061,PIPE,0,0,124.242,0,,VIC,Iona Hub,530016,,2020-02-04T07:05:01+11:00
03/02/2020,Mortlake Pipeline (MPL),530061,PIPE,0,0,0,0,,VIC,Regional - VIC,590012,,2020-02-04T07:05:01+11:00
04/02/2020,Mortlake Pipeline (MPL),530061,PIPE,0,0,123.081,0,,VIC,Iona Hub,530016,,2020-02-05T07:07:00+11:00
04/02/2020,Mortlake Pipeline (MPL),530061,PIPE,0,0,0,0,,VIC,Regional - VIC,590012,,2020-02-05T07:07:00+11:00
05/02/2020,Mortlake Pipeline (MPL),530061,PIPE,0,0,123.142,0,,VIC,Iona Hub,530016,,2020-02-06T07:07:02+11:00
05/02/2020,Mortlake Pipeline (MPL),530061,PIPE,0,0,0,0,,VIC,Regional - VIC,590012,,2020-02-06T07:07:02+11:00
06/02/2020,Mortlake Pipeline (MPL),530061,PIPE,0,0,123.438,0,,VIC,Iona Hub,530016,,2020-02-07T07:07:00+11:00
06/02/2020,Mortlake Pipeline (MPL),530061,PIPE,0,0,0,0,,VIC,Regional - VIC,590012,,2020-02-07T07:07:00+11:00
01/02/2020,Iona Compression Facility,530071,COMPRESSOR,0,0,39.943,39.943,,VIC,Regional - VIC,590012,,2020-02-02T07:35:07+11:00
02/02/2020,Iona Compression Facility,530071,COMPRESSOR,0,0,9.729,9.729,,VIC,Regional - VIC,590012,,2020-02-03T07:35:06+11:00
03/02/2020,Iona Compression Facility,530071,COMPRESSOR,0,0,0.601,0.601,,VIC,Regional - VIC,590012,,2020-02-04T07:35:07+11:00
04/02/2020,Iona Compression Facility,530071,COMPRESSOR,0,0,16.157,16.157,,VIC,Regional - VIC,590012,,2020-02-05T07:35:06+11:00
05/02/2020,Iona Compression Facility,530071,COMPRESSOR,0,0,0.889,0.889,,VIC,Regional - VIC,590012,,2020-02-06T07:35:07+11:00
06/02/2020,Iona Compression Facility,530071,COMPRESSOR,0,0,66.019,66.019,,VIC,Regional - VIC,590012,,2020-02-07T07:35:07+11:00
01/02/2020,Victorian Transmission System,530110,PIPE,0,320.037,7.567,0.012,,VIC,Longford Hub,530015,,2020-02-06T11:00:10+11:00
01/02/2020,Victorian Transmission System,530110,PIPE,40.728,1.212,0,0,,VIC,Iona Hub,530016,,2020-02-06T11:00:10+11:00
01/02/2020,Victorian Transmission System,530110,PIPE,7.202,0,0,0,,VIC,Western,590004,,2020-02-06T11:00:10+11:00
01/02/2020,Victorian Transmission System,530110,PIPE,33.63,0,0,0,,VIC,Geelong,590005,,2020-02-06T11:00:10+11:00
01/02/2020,Victorian Transmission System,530110,PIPE,10.861,0,0,0,,VIC,Ballarat,590006,,2020-02-06T11:00:10+11:00
01/02/2020,Victorian Transmission System,530110,PIPE,17.539,0,0,0,,VIC,Northern,590007,,2020-02-06T11:00:10+11:00
01/02/2020,Victorian Transmission System,530110,PIPE,181.149,1.187,0,0,,VIC,Melbourne,590008,,2020-02-06T11:00:10+11:00
01/02/2020,Victorian Transmission System,530110,PIPE,44.794,0,40.6,0,,VIC,Gippsland,590009,,2020-02-06T11:00:10+11:00
01/02/2020,Victorian Transmission System,530110,PIPE,0,0,0,91.255,,NSW,Culcairn,590016,,2020-02-06T11:00:10+11:00
02/02/2020,Victorian Transmission System,530110,PIPE,0,304.351,13.777,0,,VIC,Longford Hub,530015,,2020-02-06T11:00:10+11:00
02/02/2020,Victorian Transmission System,530110,PIPE,10.671,10.747,0,0,,VIC,Iona Hub,530016,,2020-02-06T11:00:10+11:00
02/02/2020,Victorian Transmission System,530110,PIPE,6.216,0,0,0,,VIC,Western,590004,,2020-02-06T11:00:10+11:00
02/02/2020,Victorian Transmission System,530110,PIPE,34.359,0,0,0,,VIC,Geelong,590005,,2020-02-06T11:00:10+11:00
02/02/2020,Victorian Transmission System,530110,PIPE,12.571,0,0,0,,VIC,Ballarat,590006,,2020-02-06T11:00:10+11:00
02/02/2020,Victorian Transmission System,530110,PIPE,22.073,0,0,0,,VIC,Northern,590007,,2020-02-06T11:00:10+11:00
02/02/2020,Victorian Transmission System,530110,PIPE,184.302,0.347,0,0,,VIC,Melbourne,590008,,2020-02-06T11:00:10+11:00
02/02/2020,Victorian Transmission System,530110,PIPE,27.184,0,7.539,1.538,,VIC,Gippsland,590009,,2020-02-06T11:00:10+11:00
02/02/2020,Victorian Transmission System,530110,PIPE,0,0,0,68.153,,NSW,Culcairn,590016,,2020-02-06T11:00:10+11:00
03/02/2020,Victorian Transmission System,530110,PIPE,0,355.173,5.465,0.015,,VIC,Longford Hub,530015,,2020-02-06T11:00:10+11:00
03/02/2020,Victorian Transmission System,530110,PIPE,0.713,30.599,0,0,,VIC,Iona Hub,530016,,2020-02-06T11:00:10+11:00
03/02/2020,Victorian Transmission System,530110,PIPE,9.038,0,0,0,,VIC,Western,590004,,2020-02-06T11:00:10+11:00
03/02/2020,Victorian Transmission System,530110,PIPE,40.115,0,0,0,,VIC,Geelong,590005,,2020-02-06T11:00:10+11:00
03/02/2020,Victorian Transmission System,530110,PIPE,17.093,0,0,0,,VIC,Ballarat,590006,,2020-02-06T11:00:10+11:00
03/02/2020,Victorian Transmission System,530110,PIPE,34.733,0,0,0,,VIC,Northern,590007,,2020-02-06T11:00:10+11:00
03/02/2020,Victorian Transmission System,530110,PIPE,237.086,0.189,0,0,,VIC,Melbourne,590008,,2020-02-06T11:00:10+11:00
03/02/2020,Victorian Transmission System,530110,PIPE,36.415,0,0.054,2.167,,VIC,Gippsland,590009,,2020-02-06T11:00:10+11:00
03/02/2020,Victorian Transmission System,530110,PIPE,0,0,0.003,21.301,,NSW,Culcairn,590016,,2020-02-06T11:00:10+11:00
04/02/2020,Victorian Transmission System,530110,PIPE,0,385.941,12.104,0,,VIC,Longford Hub,530015,,2020-02-06T11:00:10+11:00
04/02/2020,Victorian Transmission System,530110,PIPE,19.243,0.01,0,0,,VIC,Iona Hub,530016,,2020-02-06T11:00:10+11:00
04/02/2020,Victorian Transmission System,530110,PIPE,8.114,0,0,0,,VIC,Western,590004,,2020-02-06T11:00:10+11:00
04/02/2020,Victorian Transmission System,530110,PIPE,41.412,0,0,0,,VIC,Geelong,590005,,2020-02-06T11:00:10+11:00
04/02/2020,Victorian Transmission System,530110,PIPE,15.809,0,0,0,,VIC,Ballarat,590006,,2020-02-06T11:00:10+11:00
04/02/2020,Victorian Transmission System,530110,PIPE,35.775,0,0,0,,VIC,Northern,590007,,2020-02-06T11:00:10+11:00
04/02/2020,Victorian Transmission System,530110,PIPE,229.782,4.761,0,0,,VIC,Melbourne,590008,,2020-02-06T11:00:10+11:00
04/02/2020,Victorian Transmission System,530110,PIPE,31.599,0,4.279,2.371,,VIC,Gippsland,590009,,2020-02-06T11:00:10+11:00
04/02/2020,Victorian Transmission System,530110,PIPE,0,0,0.004,22.184,,NSW,Culcairn,590016,,2020-02-06T11:00:10+11:00
05/02/2020,Victorian Transmission System,530110,PIPE,0,323.714,13.667,0,,VIC,Longford Hub,530015,,2020-02-06T11:00:10+11:00
05/02/2020,Victorian Transmission System,530110,PIPE,0.889,15.781,0,0,,VIC,Iona Hub,530016,,2020-02-06T11:00:10+11:00
05/02/2020,Victorian Transmission System,530110,PIPE,7.988,0,0,0,,VIC,Western,590004,,2020-02-06T11:00:10+11:00
05/02/2020,Victorian Transmission System,530110,PIPE,37.994,0,0,0,,VIC,Geelong,590005,,2020-02-06T11:00:10+11:00
05/02/2020,Victorian Transmission System,530110,PIPE,15.566,0,0,0,,VIC,Ballarat,590006,,2020-02-06T11:00:10+11:00
05/02/2020,Victorian Transmission System,530110,PIPE,33.821,0,0,0,,VIC,Northern,590007,,2020-02-06T11:00:10+11:00
05/02/2020,Victorian Transmission System,530110,PIPE,240.036,0.288,0,0,,VIC,Melbourne,590008,,2020-02-06T11:00:10+11:00
05/02/2020,Victorian Transmission System,530110,PIPE,29.952,0,16.507,0,,VIC,Gippsland,590009,,2020-02-06T11:00:10+11:00
05/02/2020,Victorian Transmission System,530110,PIPE,0,0,0.001,21.758,,NSW,Culcairn,590016,,2020-02-06T11:00:10+11:00
01/02/2020,VicHub Pipeline,532005,PIPE,0,0,7.577,7.567,,VIC,Longford Hub,530015,,2020-02-03T11:06:09+11:00
02/02/2020,VicHub Pipeline,532005,PIPE,0,0,13.773,13.777,,VIC,Longford Hub,530015,,2020-02-04T11:07:39+11:00
03/02/2020,VicHub Pipeline,532005,PIPE,0,0,4.817,4.804,,VIC,Longford Hub,530015,,2020-02-05T11:06:15+11:00
04/02/2020,VicHub Pipeline,532005,PIPE,0,0,10.029,10.032,,VIC,Longford Hub,530015,,2020-02-06T11:09:14+11:00
05/02/2020,VicHub Pipeline,532005,PIPE,0,0,13.001,13.005,,VIC,Longford Hub,530015,,2020-02-06T11:09:16+11:00
01/02/2020,Roma Underground Storage (RUGS),540040,STOR,0,8.704,0,0,33091.131,QLD,Regional - QLD,590001,,2020-02-02T10:48:03+11:00
02/02/2020,Roma Underground Storage (RUGS),540040,STOR,0,8.431,0,0,33123.815,QLD,Regional - QLD,590001,,2020-02-03T12:46:34+11:00
03/02/2020,Roma Underground Storage (RUGS),540040,STOR,0,0,0,0,33123.815,QLD,Regional - QLD,590001,,2020-02-04T11:26:57+11:00
04/02/2020,Roma Underground Storage (RUGS),540040,STOR,49.004,1.355,0,0,33168.888,QLD,Regional - QLD,590001,,2020-02-05T11:51:45+11:00
05/02/2020,Roma Underground Storage (RUGS),540040,STOR,11.761,0,0,0,33180.649,QLD,Regional - QLD,590001,,2020-02-06T18:09:25+11:00
01/02/2020,Wallumbilla Compression Facility A,540045,COMPRESSOR,0,0,36.873,36.873,,QLD,Regional - QLD,590001,,2020-02-02T12:47:54+11:00
02/02/2020,Wallumbilla Compression Facility A,540045,COMPRESSOR,0,0,24.147,24.147,,QLD,Regional - QLD,590001,,2020-02-03T12:46:54+11:00
03/02/2020,Wallumbilla Compression Facility A,540045,COMPRESSOR,0,0,34.991,34.991,,QLD,Regional - QLD,590001,,2020-02-04T12:46:54+11:00
04/02/2020,Wallumbilla Compression Facility A,540045,COMPRESSOR,0,0,31.538,31.538,,QLD,Regional - QLD,590001,,2020-02-05T12:46:55+11:00
